GEO_ID,NAME,COMMUTERS,B08541_006E,B08541_006P,B08541_016E,B08541_016P,B08541_021E,B08541_021P,B08541_026E,B08541_026P,B08541_031E,B08541_031P
0500000US29195,"Saline County, Missouri",8721.0,8019,0.9195046439628483,75,0.008599931200550396,189,0.021671826625386997,122,0.013989221419561977,316,0.03623437679165233
0500000US29123,"Madison County, Missouri",3278.0,3014,0.9194630872483222,6,0.0018303843807199512,29,0.008846857840146431,66,0.020134228187919462,163,0.04972544234289201
0500000US29229,"Wright County, Missouri",4469.0,3756,0.840456477959275,0,0.0,275,0.06153501901991497,78,0.017453569031103153,360,0.08055493398970687
0500000US29217,"Vernon County, Missouri",8262.0,7042,0.8523359961268459,36,0.004357298474945534,259,0.031348341805858146,42,0.005083514887436456,883,0.10687484870491407
0500000US29147,"Nodaway County, Missouri",9260.0,8396,0.906695464362851,12,0.0012958963282937365,250,0.026997840172786176,173,0.018682505399568033,429,0.04632829373650108
0500000US29041,"Chariton County, Missouri",1903.0,1620,0.8512874408828166,0,0.0,34,0.01786652653704677,18,0.009458749343142408,231,0.12138728323699421
0500000US29079,"Grundy County, Missouri",4234.0,3554,0.8393953708077468,63,0.01487954652810581,257,0.06069910250354275,62,0.014643363249881908,298,0.07038261691072271
0500000US29141,"Morgan County, Missouri",5676.0,4489,0.7908738548273432,23,0.00405214940098661,264,0.046511627906976744,379,0.0667723749119098,521,0.09178999295278364
0500000US29223,"Wayne County, Missouri",2852.0,2469,0.8657082748948106,28,0.009817671809256662,18,0.006311360448807854,32,0.011220196353436185,305,0.10694249649368864
0500000US29017,"Bollinger County, Missouri",2021.0,1492,0.7382483918852053,45,0.022266204849084613,138,0.06828302820385948,48,0.02375061850569025,298,0.14745175655616033
0500000US29031,"Cape Girardeau County, Missouri",36951.0,34587,0.9360233823171227,71,0.0019214635598495304,827,0.02238099104219101,371,0.0100403236718898,1095,0.029633839408946983
0500000US29205,"Shelby County, Missouri",2040.0,1601,0.7848039215686274,0,0.0,186,0.09117647058823529,11,0.005392156862745098,242,0.11862745098039215
0500000US29225,"Webster County, Missouri",7874.0,6991,0.8878587757175515,43,0.005461010922021844,275,0.0349250698501397,138,0.017526035052070104,427,0.054229108458216914
0500000US29005,"Atchison County, Missouri",1956.0,1731,0.8849693251533742,6,0.003067484662576687,77,0.03936605316973415,19,0.009713701431492843,123,0.06288343558282208
0500000US29013,"Bates County, Missouri",4492.0,3514,0.782279608192342,34,0.007569011576135352,214,0.047640249332146035,88,0.019590382902938557,642,0.1429207479964381
0500000US29015,"Benton County, Missouri",4033.0,3383,0.8388296553434168,4,0.0009918175055789735,147,0.03644929333002728,108,0.026779072650632285,391,0.09695016117034466
0500000US29035,"Carter County, Missouri",1541.0,1176,0.763140817650876,0,0.0,92,0.05970149253731343,9,0.005840363400389357,264,0.17131732641142117
0500000US29057,"Dade County, Missouri",2241.0,1778,0.7933958054439982,0,0.0,57,0.025435073627844713,75,0.03346720214190094,331,0.14770191878625613
0500000US29115,"Linn County, Missouri",4325.0,3876,0.8961849710982659,0,0.0,120,0.027745664739884393,81,0.018728323699421966,248,0.057341040462427745
0500000US29091,"Howell County, Missouri",16112.0,15271,0.9478028798411122,64,0.003972194637537239,97,0.0060203574975173785,153,0.009496027805362463,527,0.03270854021847071
0500000US29101,"Johnson County, Missouri",19416.0,17584,0.9056448290070045,29,0.0014936135146271117,606,0.031211372064276884,270,0.013906056860321385,927,0.04774412855377009
0500000US29105,"Laclede County, Missouri",13389.0,12446,0.9295690492195086,12,0.0008962581223392337,246,0.01837329150795429,156,0.011651355590410037,529,0.03951004555978788
0500000US29125,"Maries County, Missouri",1436.0,1051,0.7318941504178273,0,0.0,71,0.04944289693593315,19,0.013231197771587743,295,0.20543175487465182
0500000US29161,"Phelps County, Missouri",18454.0,16991,0.9207217947328492,89,0.004822802644413135,556,0.030128969329142732,357,0.019345399371409992,461,0.02498103392218489
0500000US29165,"Platte County, Missouri",42704.0,38644,0.9049269389284376,246,0.005760584488572499,506,0.011849007118771075,576,0.013488197826901461,2732,0.06397527163731735
0500000US29187,"St. Francois County, Missouri",23416.0,22384,0.955927570891698,22,0.0009395285275025624,343,0.01464810386060813,141,0.006021523744448241,526,0.022463272975743083
0500000US29003,"Andrew County, Missouri",2558.0,2234,0.8733385457388585,0,0.0,63,0.024628616106333073,19,0.007427677873338546,242,0.0946051602814699
0500000US29033,"Carroll County, Missouri",2564.0,2107,0.8217628705148206,0,0.0,64,0.0249609984399376,40,0.015600624024960999,353,0.1376755070202808
0500000US29061,"Daviess County, Missouri",1969.0,1536,0.7800914169629254,8,0.004062976130015236,126,0.06399187404773997,106,0.05383443372270188,193,0.09801929913661757
0500000US29103,"Knox County, Missouri",1325.0,1129,0.8520754716981133,0,0.0,44,0.03320754716981132,7,0.005283018867924529,145,0.10943396226415095
0500000US29127,"Marion County, Missouri",14033.0,13027,0.9283118363856624,8,0.0005700848001140169,274,0.01952540440390508,115,0.008194969001638994,609,0.04339770540867954
0500000US29151,"Osage County, Missouri",4096.0,3690,0.90087890625,3,0.000732421875,129,0.031494140625,88,0.021484375,186,0.04541015625
0500000US29181,"Ripley County, Missouri",3142.0,2707,0.8615531508593253,0,0.0,53,0.016868236791852325,45,0.014322087842138766,337,0.10725652450668365
0500000US29219,"Warren County, Missouri",8052.0,7371,0.915424739195231,0,0.0,85,0.01055638350720318,79,0.009811227024341779,517,0.06420765027322405
0500000US29007,"Audrain County, Missouri",9074.0,8081,0.8905664536037029,0,0.0,306,0.03372272426713688,154,0.01697156711483359,533,0.05873925501432665
0500000US29043,"Christian County, Missouri",17604.0,15265,0.8671324698932061,2,0.00011361054305839582,375,0.021301976823449215,205,0.01164508066348557,1757,0.09980686207680073
0500000US29077,"Greene County, Missouri",155671.0,144861,0.930558678238079,822,0.005280366927687238,2351,0.015102363317509363,2299,0.014768325506998735,5338,0.03429026600972564
0500000US29081,"Harrison County, Missouri",2933.0,2593,0.8840777361063757,12,0.004091374019774974,123,0.041936583702693486,61,0.02079781793385612,144,0.049096488237299694
0500000US29185,"St. Clair County, Missouri",2495.0,2028,0.8128256513026052,2,0.0008016032064128256,114,0.045691382765531065,20,0.008016032064128256,331,0.13266533066132263
0500000US29001,"Adair County, Missouri",9902.0,8953,0.9041607756008887,22,0.00222177337911533,280,0.028277115734195113,189,0.0190870531205817,458,0.04625328216521915
0500000US29199,"Scotland County, Missouri",1635.0,1257,0.7688073394495413,0,0.0,19,0.011620795107033639,21,0.012844036697247707,338,0.20672782874617737
0500000US29211,"Sullivan County, Missouri",2252.0,2028,0.9005328596802842,0,0.0,45,0.019982238010657193,10,0.004440497335701598,169,0.07504440497335702
0500000US29045,"Clark County, Missouri",1716.0,1309,0.7628205128205128,1,0.0005827505827505828,128,0.07459207459207459,58,0.0337995337995338,220,0.1282051282051282
0500000US29099,"Jefferson County, Missouri",48966.0,44098,0.9005840787485194,140,0.0028591267410039618,525,0.010721725278764858,337,0.0068823265122738226,3866,0.07895274271943797
0500000US29111,"Lewis County, Missouri",2473.0,1971,0.7970076829761423,2,0.0008087343307723412,113,0.04569348968863728,51,0.020622725434694702,336,0.13586736756975334
0500000US29143,"New Madrid County, Missouri",5062.0,4621,0.9128802844725405,0,0.0,166,0.032793362307388385,11,0.002173054128802845,264,0.05215329909126827
0500000US29157,"Perry County, Missouri",8371.0,7891,0.9426591805041213,100,0.011946004061641381,51,0.006092462071437104,83,0.009915183371162347,246,0.029387169991637797
0500000US29173,"Ralls County, Missouri",2991.0,2566,0.8579070544968238,0,0.0,78,0.026078234704112337,24,0.00802407221664995,323,0.10799063858241391
0500000US29177,"Ray County, Missouri",4676.0,4136,0.8845166809238666,53,0.011334473909324209,122,0.026090675791274595,40,0.00855431993156544,325,0.0695038494439692
0500000US29189,"St. Louis County, Missouri",549274.0,500162,0.9105874299529925,11544,0.021016833128820953,6697,0.012192457680501898,5611,0.01021530238096105,25260,0.0459879768567236
0500000US29209,"Stone County, Missouri",6965.0,5840,0.8384781048097631,0,0.0,168,0.024120603015075376,34,0.004881550610193826,923,0.1325197415649677
0500000US29009,"Barry County, Missouri",13564.0,12231,0.9017251548215865,57,0.004202300206428782,358,0.026393394278973754,147,0.010837511058684754,771,0.05684163963432616
0500000US29019,"Boone County, Missouri",85149.0,75875,0.8910850391666373,1008,0.011838072085403235,2810,0.033000974761887986,1679,0.01971837602320638,3777,0.044357537962865096
0500000US29039,"Cedar County, Missouri",3532.0,2979,0.8434314835787089,0,0.0,109,0.03086070215175538,54,0.015288788221970554,390,0.11041902604756512
0500000US29055,"Crawford County, Missouri",6054.0,5446,0.8995705318797489,14,0.0023125206475057814,140,0.02312520647505781,29,0.004790221341261975,425,0.0702015196564255
0500000US29093,"Iron County, Missouri",2977.0,2750,0.9237487403426268,0,0.0,74,0.024857238831037957,69,0.023177695666778637,84,0.0282163251595566
0500000US29117,"Livingston County, Missouri",6618.0,5991,0.9052583862194016,31,0.004684194620731339,140,0.021154427319431852,111,0.016772438803263828,345,0.05213055303717135
0500000US29135,"Moniteau County, Missouri",3748.0,3282,0.875667022411953,16,0.004268943436499467,111,0.029615795090715047,106,0.028281750266808965,233,0.06216648879402348
0500000US29149,"Oregon County, Missouri",2923.0,2593,0.8871022921655833,34,0.011631885049606569,50,0.017105713308244955,69,0.023605884365378037,177,0.06055422511118714
0500000US29069,"Dunklin County, Missouri",9004.0,8124,0.902265659706797,27,0.0029986672589960017,426,0.04731230564193692,145,0.016103953798311862,282,0.03131941359395824
0500000US29159,"Pettis County, Missouri",18112.0,16681,0.9209916077738516,103,0.005686837455830388,306,0.016894876325088338,146,0.00806095406360424,876,0.04836572438162544
0500000US29186,"Ste. Genevieve County, Missouri",5596.0,5175,0.9247676912080057,3,0.000536097212294496,51,0.009113652609006434,54,0.00964974982130093,313,0.05593280914939242
0500000US29175,"Randolph County, Missouri",9234.0,8664,0.9382716049382716,26,0.0028156811782542777,179,0.019384881957981374,84,0.009096816114359974,281,0.03043101581113277
0500000US29071,"Franklin County, Missouri",36038.0,32893,0.9127310061601642,173,0.004800488373383651,653,0.018119762472945226,568,0.01576114101781453,1751,0.04858760197569233
0500000US29089,"Howard County, Missouri",2664.0,2164,0.8123123123123123,0,0.0,143,0.053678678678678676,62,0.023273273273273273,295,0.11073573573573574
0500000US29095,"Jackson County, Missouri",363045.0,330338,0.9099092399013896,7364,0.020283986833588123,5263,0.014496825462408242,4538,0.012499827845032984,15542,0.042810119957581015
0500000US29131,"Miller County, Missouri",6264.0,5520,0.8812260536398467,8,0.001277139208173691,193,0.030810983397190295,143,0.022828863346104726,400,0.06385696040868455
0500000US29169,"Pulaski County, Missouri",18787.0,17631,0.9384680896364508,118,0.006280938947144302,308,0.016394315217969874,349,0.018576675360621707,381,0.02027998083781338
0500000US29171,"Putnam County, Missouri",1184.0,1023,0.8640202702702703,0,0.0,29,0.024493243243243243,12,0.010135135135135136,120,0.10135135135135136
0500000US29213,"Taney County, Missouri",22829.0,20757,0.9092382495948136,171,0.007490472644443471,208,0.009111218187393228,280,0.012265101406106269,1413,0.06189495816724342
0500000US29215,"Texas County, Missouri",7014.0,6194,0.8830909609352723,48,0.006843455945252352,304,0.043341887653264896,112,0.015968063872255488,356,0.05075563159395495
0500000US29021,"Buchanan County, Missouri",44439.0,41828,0.9412453025495623,334,0.007515920700285785,692,0.015571907558675938,656,0.014761808321519385,929,0.020905060869956568
0500000US29025,"Caldwell County, Missouri",1665.0,1427,0.857057057057057,1,0.0006006006006006006,68,0.04084084084084084,16,0.00960960960960961,153,0.0918918918918919
0500000US29027,"Callaway County, Missouri",13497.0,12345,0.9146476994887753,0,0.0,95,0.007038601170630511,393,0.029117581684818847,664,0.049196117655775355
0500000US29037,"Cass County, Missouri",24716.0,21718,0.8787020553487619,34,0.0013756271241301182,383,0.015496034957112801,304,0.012299724874575174,2277,0.09212655769541997
0500000US29049,"Clinton County, Missouri",4370.0,3805,0.8707093821510298,20,0.004576659038901602,82,0.018764302059496567,49,0.011212814645308924,414,0.09473684210526316
0500000US29053,"Cooper County, Missouri",4895.0,4275,0.8733401430030644,6,0.0012257405515832482,131,0.02676200204290092,129,0.026353421859039838,354,0.07231869254341164
0500000US29059,"Dallas County, Missouri",2715.0,2111,0.7775322283609576,8,0.0029465930018416206,186,0.06850828729281767,119,0.04383057090239411,291,0.10718232044198896
0500000US29075,"Gentry County, Missouri",2446.0,2188,0.8945216680294358,25,0.010220768601798855,128,0.05233033524121014,23,0.009403107113654947,82,0.033524121013900246
0500000US29085,"Hickory County, Missouri",1791.0,1560,0.8710217755443886,8,0.00446677833612507,42,0.023450586264656615,39,0.021775544388609715,142,0.07928531546621999
0500000US29113,"Lincoln County, Missouri",12337.0,11236,0.9107562616519413,51,0.004133906136013618,56,0.00453919105130907,179,0.014509199967577206,815,0.06606144119315879
0500000US29133,"Mississippi County, Missouri",3181.0,2913,0.9157497642250865,10,0.0031436655139893115,146,0.04589751650424395,5,0.0015718327569946558,107,0.033637220999685635
0500000US29137,"Monroe County, Missouri",2409.0,2104,0.8733914487339145,0,0.0,66,0.0273972602739726,39,0.0161892901618929,200,0.08302200083022
0500000US29145,"Newton County, Missouri",22614.0,20530,0.9078446979747059,27,0.0011939506500397983,353,0.015609799239409215,313,0.013840983461572478,1391,0.06151056867427258
0500000US29153,"Ozark County, Missouri",1501.0,1227,0.8174550299800133,6,0.003997335109926716,135,0.0899400399733511,7,0.004663557628247834,126,0.08394403730846102
0500000US29163,"Pike County, Missouri",6592.0,5800,0.8798543689320388,0,0.0,159,0.02412014563106796,114,0.01729368932038835,519,0.07873179611650485
0500000US29183,"St. Charles County, Missouri",138587.0,125236,0.9036634027722658,187,0.0013493329100132047,1098,0.00792282104382085,929,0.006703370446001429,11137,0.08036107282789873
0500000US30017,"Custer County, Montana",5505.0,4784,0.8690281562216167,7,0.0012715712988192551,214,0.038873751135331515,86,0.015622161671207993,414,0.07520435967302452
0500000US30041,"Hill County, Montana",6711.0,6047,0.9010579645358366,34,0.005066309044851736,368,0.054835344956042316,42,0.006258381761287439,220,0.03278199970198182
0500000US30075,"Powder River County, Montana",914.0,660,0.7221006564551422,0,0.0,134,0.14660831509846828,22,0.024070021881838075,98,0.10722100656455143
0500000US30067,"Park County, Montana",6289.0,4783,0.7605342661790427,34,0.005406264906980442,537,0.08538718397201463,128,0.020352997296867546,807,0.12831928764509462
0500000US30085,"Roosevelt County, Montana",3440.0,2926,0.8505813953488373,61,0.017732558139534883,287,0.08343023255813954,8,0.002325581395348837,158,0.045930232558139536
0500000US30005,"Blaine County, Montana",2055.0,1656,0.8058394160583942,38,0.018491484184914843,181,0.08807785888077858,17,0.00827250608272506,163,0.07931873479318735
0500000US30051,"Liberty County, Montana",975.0,542,0.5558974358974359,0,0.0,350,0.358974358974359,3,0.003076923076923077,80,0.08205128205128205
0500000US30083,"Richland County, Montana",5955.0,5265,0.8841309823677582,29,0.004869857262804366,312,0.05239294710327456,116,0.019479429051217464,233,0.03912678421494543
0500000US30099,"Teton County, Montana",1883.0,1383,0.7344662772172066,1,0.0005310674455655868,206,0.10939989378651088,35,0.01858736059479554,258,0.1370154009559214
0500000US30101,"Toole County, Montana",1937.0,1435,0.7408363448631905,0,0.0,350,0.18069179143004646,0,0.0,152,0.07847186370676304
0500000US30025,"Fallon County, Montana",1542.0,1256,0.814526588845655,0,0.0,125,0.08106355382619974,13,0.008430609597924773,148,0.0959792477302205
0500000US30019,"Daniels County, Montana",783.0,639,0.8160919540229885,0,0.0,54,0.06896551724137931,5,0.006385696040868455,85,0.10855683269476372
0500000US30045,"Judith Basin County, Montana",853.0,470,0.5509964830011723,0,0.0,221,0.25908558030480655,28,0.032825322391559206,134,0.1570926143024619
0500000US30093,"Silver Bow County, Montana",14374.0,13105,0.91171559760679,59,0.00410463336579936,446,0.031028245443161264,263,0.018296925003478504,501,0.034854598580770835
0500000US30023,"Deer Lodge County, Montana",2953.0,2537,0.859126312224856,0,0.0,196,0.06637317981713511,63,0.02133423636979343,157,0.05316627158821537
0500000US30043,"Jefferson County, Montana",2321.0,1854,0.7987936234381732,9,0.003877638948728996,156,0.06721240844463593,30,0.012925463162429988,272,0.11719086600603189
0500000US30055,"McCone County, Montana",648.0,405,0.625,0,0.0,95,0.14660493827160495,0,0.0,148,0.22839506172839505
0500000US30107,"Wheatland County, Montana",822.0,439,0.5340632603406326,14,0.0170316301703163,240,0.291970802919708,0,0.0,129,0.15693430656934307
0500000US30087,"Rosebud County, Montana",4059.0,3361,0.8280364621828037,21,0.005173688100517369,369,0.09090909090909091,78,0.019216555801921657,230,0.05666420300566642
0500000US30011,"Carter County, Montana",532.0,280,0.5263157894736842,0,0.0,57,0.10714285714285714,27,0.05075187969924812,168,0.3157894736842105
0500000US30021,"Dawson County, Montana",4303.0,3691,0.8577736462932838,3,0.0006971880083662561,243,0.05647222867766674,70,0.016267720195212644,296,0.06878921682547061
0500000US30007,"Broadwater County, Montana",1603.0,1283,0.8003742981908921,0,0.0,83,0.051777916406737366,16,0.009981285090455396,221,0.13786650031191516
0500000US30047,"Lake County, Montana",9341.0,7723,0.8267851407772188,23,0.0024622631409913285,445,0.04763943903222353,122,0.013060700139171395,1028,0.11005245691039503
0500000US30073,"Pondera County, Montana",2121.0,1666,0.7854785478547854,0,0.0,224,0.10561056105610561,16,0.007543611504007544,215,0.10136727958510136
0500000US30111,"Yellowstone County, Montana",73973.0,67784,0.91633433820448,358,0.004839603639165642,1943,0.026266340421505142,1074,0.014518810917496924,2814,0.038040906817352275
0500000US30081,"Ravalli County, Montana",12366.0,9788,0.7915251496037522,0,0.0,719,0.05814329613456251,287,0.023208798317968623,1572,0.12712275594371664
